今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,日付,race_id
12,ホウオウプレミア,2025年4月27日,東京,4歳以上2勝クラス,ダ1400,稍,16,10,2,横山和生,58,484(-2),1:25.0,0.4,2019105041,2025-04-27,202603020612
12,ホウオウプレミア,2025年2月2日,東京,4歳以上2勝クラス,ダ1400,稍,16,4,11,岩田望来,58,486(0),1:25.8,1.9,2019105041,2025-02-02,202603020612
12,ホウオウプレミア,2025年1月12日,中山,4歳以上2勝クラス,ダ1200,良,16,6,4,マーカン,58,486(0),1:11.4,0.8,2019105041,2025-01-12,202603020612
12,ホウオウプレミア,2024年11月30日,中山,鹿島特別(2勝クラス),ダ1800,稍,15,6,9,菱田裕二,58,486(+4),1:54.2,1.4,2019105041,2024-11-30,202603020612
12,ホウオウプレミア,2024年8月18日,札幌,大通公園特別(2勝クラス),ダ1700,良,14,6,3,菱田裕二,58,482(+2),1:46.5,0.3,2019105041,2024-08-18,202603020612
12,ピコテンダー,2026年5月24日,新潟,火打山特別(2勝クラス),ダ1200,稍,15,1,3,舟山瑠泉,55,480(-2),1:12.0,0.7,2022110132,2026-05-24,202603020612
12,ピコテンダー,2026年5月9日,新潟,4歳以上1勝クラス,ダ1200,稍,15,1,1,舟山瑠泉,53,482(0),1:12.3,-0.8,2022110132,2026-05-09,202603020612
12,ピコテンダー,2026年1月5日,中山,4歳以上1勝クラス,ダ1200,稍,16,1,8,津村明秀,55,482(-2),1:12.4,0.7,2022110132,2026-01-05,202603020612
12,ピコテンダー,2025年12月20日,中山,3歳以上1勝クラス,ダ1200,良,16,1,2,ルメール,54,484(-2),1:11.2,0.7,2022110132,2025-12-20,202603020612
12,ピコテンダー,2025年12月6日,中山,3歳以上1勝クラス,ダ1200,良,16,1,2,津村明秀,54,486(-2),1:11.2,0.0,2022110132,2025-12-06,202603020612
12,ピコテンダー,2025年10月19日,東京,3歳以上1勝クラス,ダ1400,良,15,1,6,戸崎圭太,53,488(+4),1:26.4,0.5,2022110132,2025-10-19,202603020612
12,ピコテンダー,2025年10月4日,東京,3歳以上1勝クラス,ダ1400,良,16,1,2,戸崎圭太,53,484(-6),1:26.0,0.1,2022110132,2025-10-04,202603020612
12,ピコテンダー,2025年8月17日,新潟,3歳以上1勝クラス,ダ1200,良,15,1,2,荻野極,53,490(+6),1:11.2,0.1,2022110132,2025-08-17,202603020612
12,ピコテンダー,2025年7月19日,福島,3歳以上1勝クラス,ダ1150,良,11,1,3,石川裕紀,52,484(+2),1:09.9,0.1,2022110132,2025-07-19,202603020612
12,ピコテンダー,2025年7月6日,福島,3歳以上1勝クラス,ダ1150,良,15,3,2,石川裕紀,52,482(+10),1:08.0,0.2,2022110132,2025-07-06,202603020612
12,ピコテンダー,2025年3月16日,中山,3歳未勝利,ダ1200,不,16,1,1,戸崎圭太,53,472(-4),1:12.2,-0.3,2022110132,2025-03-16,202603020612
12,ピコテンダー,2025年2月23日,東京,3歳未勝利,ダ1400,良,16,4,2,キング,53,476(0),1:26.4,0.0,2022110132,2025-02-23,202603020612
1,アリディプラチノ,2026年5月24日,京都,3歳未勝利,ダ1800,良,15,8,9,国分優作,55,424(+2),1:56.5,2.1,2023102063,2026-05-24,202610020601
1,アリディプラチノ,2026年5月2日,新潟,3歳未勝利,ダ1200,不,15,8,8,大久保友,52,422(+10),1:13.6,1.7,2023102063,2026-05-02,202610020601
1,アリディプラチノ,2026年3月8日,阪神,3歳未勝利,ダ1200,良,16,5,9,国分優作,55,412(-8),1:14.8,0.9,2023102063,2026-03-08,202610020601
1,アリディプラチノ,2025年12月20日,中京,2歳未勝利,ダ1200,稍,16,2,9,国分優作,55,420(-2),1:14.8,1.2,2023102063,2025-12-20,202610020601
1,アリディプラチノ,2025年12月6日,阪神,2歳新馬,ダ1200,良,10,10,2,国分優作,55,422(0),1:14.1,0.2,2023102063,2025-12-06,202610020601
1,ドゥボヌール,2026年6月6日,阪神,3歳未勝利,芝1200,良,16,8,9,吉村誠之,55,404(-2),1:09.4,0.9,2023103381,2026-06-06,202610020601
1,ドゥボヌール,2026年5月24日,新潟,3歳未勝利,芝1200,稍,16,9,4,和田陽希,52,406(+10),1:11.1,0.5,2023103381,2026-05-24,202610020601
1,ドゥボヌール,2026年1月25日,小倉,3歳新馬,芝1200,良,18,9,8,松本大輝,54,396(0),1:09.6,1.2,2023103381,2026-01-25,202610020601
1,ビケイムフリー,2026年3月28日,阪神,3歳未勝利,芝1600,良,18,16,15,原優介,55,402(-10),1:36.2,2.2,2023104381,2026-03-28,202610020601
1,ビケイムフリー,2026年2月7日,小倉,3歳未勝利,芝2000,稍,18,14,16,河原田菜,51,412(-6),2:04.0,3.5,2023104381,2026-02-07,202610020601
1,ビケイムフリー,2026年1月10日,京都,3歳未勝利,芝1600,良,18,15,18,吉村誠之,55,418(+12),1:38.7,3.5,2023104381,2026-01-10,202610020601
1,ビケイムフリー,2025年10月25日,京都,2歳新馬,芝1600,良,14,12,4,吉村誠之,54,406(0),1:35.9,1.1,2023104381,2025-10-25,202610020601
1,シャンデリュイーズ,2026年7月4日,小倉,3歳未勝利,芝1200,重,18,7,3,松若風馬,55,410(-4),1:09.9,0.6,2023103353,2026-07-04,202610020601
1,シャンデリュイーズ,2026年5月9日,京都,3歳未勝利,芝1400,良,17,9,12,吉村誠之,55,414(+4),1:22.5,2.2,2023103353,2026-05-09,202610020601
1,シャンデリュイーズ,2026年2月7日,小倉,3歳未勝利,芝1200,良,18,7,15,小沢大仁,55,410(+2),1:10.5,1.6,2023103353,2026-02-07,202610020601
1,シャンデリュイーズ,2025年12月7日,阪神,2歳未勝利,芝1400,良,18,2,13,田山旺佑,52,408(-2),1:22.0,1.8,2023103353,2025-12-07,202610020601
1,シャンデリュイーズ,2025年10月13日,京都,2歳未勝利,芝1400,良,16,3,2,戸崎圭太,55,410(0),1:21.2,0.3,2023103353,2025-10-13,202610020601
1,シャンデリュイーズ,2025年9月6日,阪神,2歳新馬,芝1400,良,11,4,2,川田将雅,55,410(0),1:22.0,0.1,2023103353,2025-09-06,202610020601
1,ピンクパンサー,2026年5月24日,京都,3歳未勝利,芝1600,良,18,12,11,加藤祥太,55,470(0),1:34.1,1.2,2023100490,2026-05-24,202610020601
1,ブライトエンジェル,2026年6月21日,阪神,3歳未勝利,芝1600,稍,18,8,14,角田大和,55,460(+6),1:36.5,2.4,2023104374,2026-06-21,202610020601
1,ブライトエンジェル,2026年2月21日,小倉,3歳未勝利,芝1200,良,18,2,3,角田大和,55,454(+2),1:09.1,0.3,2023104374,2026-02-21,202610020601
1,ブライトエンジェル,2026年2月1日,小倉,3歳新馬,芝1200,良,18,4,3,角田大和,55,452(0),1:09.1,0.5,2023104374,2026-02-01,202610020601
1,テンタイムトップ,2026年6月6日,阪神,3歳未勝利,芝1600,良,18,14,18,亀田温心,55,460(-6),1:36.9,4.1,2023103436,2026-06-06,202610020601
1,テンタイムトップ,2026年5月17日,新潟,3歳未勝利,ダ1800,良,13,10,9,亀田温心,55,466(+12),1:57.8,2.2,2023103436,2026-05-17,202610020601
1,テンタイムトップ,2025年12月13日,阪神,2歳未勝利,ダ1400,良,15,7,14,坂井瑠星,55,454(+2),1:28.2,2.7,2023103436,2025-12-13,202610020601
1,テンタイムトップ,2025年10月25日,京都,2歳新馬,ダ1400,良,16,2,12,坂井瑠星,55,452(0),1:27.7,2.1,2023103436,2025-10-25,202610020601
1,ホーリーステップ,2026年6月28日,小倉,3歳未勝利,芝1200,良,18,3,2,森田誠也,52,448(+2),1:09.2,0.2,2023102145,2026-06-28,202610020601
1,ホーリーステップ,2026年1月24日,京都,3歳未勝利,芝1400,良,17,4,10,高杉吏麒,55,446(-4),1:23.1,1.1,2023102145,2026-01-24,202610020601
1,ホーリーステップ,2026年1月10日,京都,3歳新馬,ダ1400,良,16,2,5,団野大成,55,450(0),1:26.0,0.8,2023102145,2026-01-10,202610020601
1,ハクサンテドリガワ,2026年6月6日,阪神,3歳未勝利,芝1200,良,16,6,7,団野大成,55,440(+8),1:09.1,0.6,2023105692,2026-06-06,202610020601
1,ハクサンテドリガワ,2026年3月28日,阪神,3歳未勝利,ダ1200,稍,16,4,7,団野大成,55,432(-4),1:13.7,1.2,2023105692,2026-03-28,202610020601
1,ハクサンテドリガワ,2026年3月7日,阪神,3歳未勝利,芝1600,良,18,13,7,小崎綾也,55,436(-2),1:35.3,1.0,2023105692,2026-03-07,202610020601
1,ハクサンテドリガワ,2025年9月20日,阪神,2歳新馬,芝1600,良,14,9,6,小崎綾也,55,438(0),1:35.8,0.7,2023105692,2025-09-20,202610020601
1,ヨウリンケイジュ,2026年5月16日,新潟,3歳未勝利,ダ1200,良,15,7,15,ゴンサル,55,440(+2),1:16.6,3.6,2023103978,2026-05-16,202610020601
1,ヨウリンケイジュ,2026年3月15日,阪神,3歳未勝利,ダ1200,良,16,10,9,川又賢治,55,438(0),1:14.5,1.7,2023103978,2026-03-15,202610020601
1,ヨウリンケイジュ,2026年2月15日,京都,3歳新馬,ダ1200,良,11,2,5,川又賢治,55,438(0),1:16.4,0.9,2023103978,2026-02-15,202610020601
1,フルフィルメント,2026年2月8日,小倉,3歳未勝利,芝1200,良,17,6,6,石神深道,52,512(-4),1:09.6,0.7,2023106464,2026-02-08,202610020601
1,フルフィルメント,2026年1月24日,京都,3歳未勝利,芝1400,良,17,15,4,小崎綾也,55,516(-8),1:22.5,0.5,2023106464,2026-01-24,202610020601
1,フルフィルメント,2025年11月29日,京都,2歳未勝利,芝1600,良,14,13,7,斎藤新,55,524(0),1:35.6,1.0,2023106464,2025-11-29,202610020601
1,フルフィルメント,2025年11月16日,京都,2歳未勝利,ダ1400,良,14,12,10,丹内祐次,55,524(+10),1:26.4,1.7,2023106464,2025-11-16,202610020601
1,フルフィルメント,2025年10月19日,新潟,2歳未勝利,芝2000,稍,12,9,10,斎藤新,55,514(-2),2:03.1,1.5,2023106464,2025-10-19,202610020601
1,フルフィルメント,2025年8月17日,中京,2歳未勝利,芝2000,良,7,6,6,川端海翼,52,516(0),2:02.6,1.9,2023106464,2025-08-17,202610020601
1,フルフィルメント,2025年8月3日,中京,2歳未勝利,芝2000,良,5,5,5,小崎綾也,55,516(+12),2:04.5,1.2,2023106464,2025-08-03,202610020601
1,フルフィルメント,2025年7月20日,小倉,2歳新馬,芝1800,良,13,10,13,幸英明,55,504(0),1:56.4,3.9,2023106464,2025-07-20,202610020601
1,ロージーキャンドル,2026年5月26日,金沢,加賀医王山賞(未勝利)(3歳),ダ1500,良,7,4,3,和田陽希,52,471(+5),1:40.2,1.2,2023106792,2026-05-26,202610020601
1,ロージーキャンドル,2026年4月12日,阪神,3歳未勝利,ダ1400,稍,16,14,15,鮫島克駿,55,466(+12),1:28.1,2.9,2023106792,2026-04-12,202610020601
1,ロージーキャンドル,2026年1月24日,小倉,3歳新馬,芝2000,良,18,13,15,団野大成,55,454(0),2:02.3,2.2,2023106792,2026-01-24,202610020601
1,ベルセクレト,2026年6月28日,小倉,3歳未勝利,芝1200,良,18,15,5,田山旺佑,53,470(0),1:09.5,0.5,2023109072,2026-06-28,202610020601
1,ティグリス,2026年6月13日,阪神,3歳未勝利,芝1600,良,18,8,6,岩田望来,55,452(-4),1:34.6,0.4,2023104994,2026-06-13,202610020601
1,ティグリス,2026年3月15日,中京,3歳未勝利,芝1600,良,16,3,6,岩田望来,55,456(0),1:35.5,0.6,2023104994,2026-03-15,202610020601
1,マルモズイルバア,2026年5月26日,金沢,加賀医王山賞(未勝利)(3歳),ダ1500,良,7,7,6,加藤翔馬,55,409(+7),1:41.6,2.6,2023104345,2026-05-26,202610020601
1,マルモズイルバア,2026年4月25日,京都,3歳未勝利,ダ1400,稍,16,16,16,川端海翼,52,402(-4),1:28.3,3.6,2023104345,2026-04-25,202610020601
1,マルモズイルバア,2026年2月1日,京都,3歳未勝利,ダ1800,良,13,11,12,富田暁,55,406(-6),2:00.1,4.2,2023104345,2026-02-01,202610020601
1,マルモズイルバア,2026年1月10日,京都,3歳未勝利,芝1600,良,18,18,13,和田陽希,52,412(-6),1:36.9,1.7,2023104345,2026-01-10,202610020601
1,マルモズイルバア,2025年9月27日,阪神,2歳新馬,芝1600,良,16,14,9,角田大和,55,418(0),1:35.9,1.3,2023104345,2025-09-27,202610020601
1,リザレクティア,2026年6月14日,阪神,3歳未勝利,ダ1400,良,16,16,12,酒井学,55,456(+14),1:28.7,3.3,2023102232,2026-06-14,202610020601
1,リザレクティア,2026年5月9日,京都,3歳未勝利,ダ1400,良,15,14,14,酒井学,55,442(0),1:28.8,4.1,2023102232,2026-05-09,202610020601
2,ペコリズム,2026年6月21日,阪神,3歳未勝利,ダ1400,不,16,12,5,幸英明,55,518(+12),1:26.5,2.1,2023106339,2026-06-21,202610020602
2,ペコリズム,2026年4月18日,阪神,3歳未勝利,ダ1800,良,15,7,9,幸英明,55,506(+4),1:56.6,1.9,2023106339,2026-04-18,202610020602
2,ペコリズム,2026年3月21日,中京,3歳未勝利,芝1400,良,18,15,12,国分優作,55,502(0),1:22.3,1.2,2023106339,2026-03-21,202610020602
2,タガノプディング,2026年6月14日,阪神,3歳未勝利,ダ1400,良,16,1,2,横山典弘,55,444(0),1:26.3,0.9,2023104326,2026-06-14,202610020602
2,タガノプディング,2026年5月30日,京都,3歳未勝利,ダ1400,良,16,2,2,横山典弘,55,444(-2),1:25.5,0.5,2023104326,2026-05-30,202610020602
2,タガノプディング,2026年4月5日,阪神,3歳未勝利,ダ1400,重,15,1,4,川端海翼,52,446(-2),1:24.5,0.4,2023104326,2026-04-05,202610020602
2,タガノプディング,2026年3月14日,阪神,3歳未勝利,ダ1400,良,16,9,2,川端海翼,52,448(0),1:25.5,0.0,2023104326,2026-03-14,202610020602
2,シュタルク,2026年5月16日,新潟,3歳未勝利,芝1000,良,16,7,11,小崎綾也,57,486(0),0:56.7,1.8,2023106662,2026-05-16,202610020602
2,シュタルク,2026年3月1日,小倉,3歳未勝利,芝1200,良,18,10,16,小崎綾也,57,486(+2),1:10.8,1.4,2023106662,2026-03-01,202610020602
2,シュタルク,2025年12月6日,阪神,2歳未勝利,ダ1200,良,16,10,16,秋山稔樹,56,484(-2),1:17.9,5.0,2023106662,2025-12-06,202610020602
2,シュタルク,2025年11月23日,東京,2歳未勝利,ダ1300,良,16,6,13,小崎綾也,56,486(+6),1:22.1,1.8,2023106662,2025-11-23,202610020602
2,シュタルク,2025年8月9日,中京,2歳未勝利,芝1200,良,12,4,4,団野大成,55,480(+2),1:09.4,0.6,2023106662,2025-08-09,202610020602
2,シュタルク,2025年7月19日,小倉,2歳新馬,芝1200,良,9,3,5,団野大成,55,478(0),1:12.1,1.1,2023106662,2025-07-19,202610020602
2,メイショウアヤカ,2026年2月22日,阪神,3歳新馬,ダ1400,良,14,13,13,川端海翼,52,384(0),1:30.1,4.3,2023105204,2026-02-22,202610020602
2,クロカミジョウ,2026年6月20日,阪神,3歳未勝利,ダ1200,稍,16,2,3,菱田裕二,55,468(+4),1:13.2,0.5,2023101500,2026-06-20,202610020602
2,クロカミジョウ,2026年4月11日,福島,3歳未勝利,ダ1150,良,16,1,6,国分恭介,55,464(-6),1:10.1,0.7,2023101500,2026-04-11,202610020602
2,クロカミジョウ,2026年3月21日,中京,3歳未勝利,ダ1200,良,16,1,2,田山旺佑,52,470(0),1:13.8,0.6,2023101500,2026-03-21,202610020602
2,クロカミジョウ,2026年2月28日,阪神,3歳未勝利,ダ1200,良,16,3,2,田山旺佑,52,470(-4),1:12.8,0.8,2023101500,2026-02-28,202610020602
2,クロカミジョウ,2026年1月18日,京都,3歳未勝利,ダ1200,良,16,2,2,田山旺佑,52,474(+4),1:13.9,0.4,2023101500,2026-01-18,202610020602
2,クロカミジョウ,2026年1月4日,京都,3歳未勝利,ダ1200,良,16,13,5,菱田裕二,55,470(-6),1:13.5,0.3,2023101500,2026-01-04,202610020602
2,クロカミジョウ,2025年10月11日,京都,2歳新馬,ダ1200,良,11,7,7,菱田裕二,55,476(0),1:14.6,2.2,2023101500,2025-10-11,202610020602
2,フチサンチャチャ,2026年5月24日,京都,3歳未勝利,ダ1900,良,13,13,11,岡田祥嗣,57,456(-6),2:05.7,2.8,2023103017,2026-05-24,202610020602
2,フチサンチャチャ,2026年5月3日,京都,3歳未勝利,ダ1900,稍,12,11,12,岡田祥嗣,57,462(+2),2:02.7,2.5,2023103017,2026-05-03,202610020602
2,フチサンチャチャ,2026年4月12日,阪神,3歳未勝利,ダ1800,稍,16,14,11,岡田祥嗣,57,460(0),1:55.3,2.4,2023103017,2026-04-12,202610020602
2,ラインメテオラ,2026年5月23日,新潟,3歳未勝利,ダ1200,稍,15,4,10,富田暁,57,478(0),1:14.1,1.9,2023101317,2026-05-23,202610020602
2,ラインメテオラ,2026年5月10日,新潟,3歳未勝利,ダ1200,良,15,10,2,富田暁,57,478(-2),1:13.1,0.3,2023101317,2026-05-10,202610020602
2,ラインメテオラ,2026年2月21日,小倉,3歳未勝利,ダ1700,良,14,7,7,富田暁,57,480(+10),1:49.5,2.6,2023101317,2026-02-21,202610020602
2,ラインメテオラ,2025年12月13日,中京,2歳新馬,芝2000,良,12,12,10,富田暁,56,470(0),2:03.1,1.7,2023101317,2025-12-13,202610020602
2,キャッチアシーフ,2026年6月20日,阪神,3歳未勝利,ダ1200,稍,16,4,2,高杉吏麒,57,516(-4),1:12.8,0.1,2023103810,2026-06-20,202610020602
2,キャッチアシーフ,2026年4月26日,福島,3歳未勝利,ダ1700,良,15,3,13,舟山瑠泉,55,520(0),1:50.4,4.0,2023103810,2026-04-26,202610020602
2,キャッチアシーフ,2026年4月5日,阪神,3歳未勝利,ダ1200,重,16,1,4,岩田望来,57,520(0),1:11.9,0.9,2023103810,2026-04-05,202610020602
2,キャッチアシーフ,2026年3月22日,阪神,3歳未勝利,ダ1200,良,13,4,2,岩田望来,57,520(-4),1:13.2,0.3,2023103810,2026-03-22,202610020602
2,キャッチアシーフ,2026年1月31日,京都,3歳未勝利,ダ1400,良,13,4,4,岩田望来,57,524(0),1:26.5,0.9,2023103810,2026-01-31,202610020602
2,キャッチアシーフ,2026年1月12日,京都,3歳未勝利,ダ1200,良,16,5,5,岩田望来,57,524(+12),1:14.5,1.2,2023103810,2026-01-12,202610020602
2,キャッチアシーフ,2025年12月14日,中京,2歳未勝利,ダ1400,稍,13,7,6,斎藤新,56,512(+6),1:26.9,1.0,2023103810,2025-12-14,202610020602
2,キャッチアシーフ,2025年11月15日,東京,2歳未勝利,ダ1600,良,14,7,4,菱田裕二,56,506(0),1:40.2,0.5,2023103810,2025-11-15,202610020602
2,キャッチアシーフ,2025年8月23日,中京,2歳新馬,ダ1800,良,12,5,10,吉村誠之,54,506(0),1:58.8,3.7,2023103810,2025-08-23,202610020602
2,ナブッコ,2026年5月20日,名古屋,名古屋CCメロン賞(3歳),ダ1500,良,11,1,4,渡辺竜也,57,492(+8),1:36.5,0.7,2023104377,2026-05-20,202610020602
2,ナブッコ,2026年4月19日,阪神,3歳未勝利,ダ1400,良,16,3,6,幸英明,57,484(+2),1:25.7,0.7,2023104377,2026-04-19,202610020602
2,ナブッコ,2026年3月29日,阪神,3歳未勝利,ダ1400,良,16,4,2,幸英明,57,482(-2),1:26.6,0.5,2023104377,2026-03-29,202610020602
2,ナブッコ,2026年2月14日,京都,3歳未勝利,ダ1400,稍,16,10,9,西塚洸二,57,484(-4),1:27.4,2.2,2023104377,2026-02-14,202610020602
2,ナブッコ,2026年2月1日,小倉,3歳未勝利,ダ1700,良,16,12,7,柴田裕一,55,488(-2),1:48.9,1.8,2023104377,2026-02-01,202610020602
2,ナブッコ,2025年12月13日,中京,2歳未勝利,ダ1800,良,14,11,6,柴田裕一,54,490(0),1:56.6,1.2,2023104377,2025-12-13,202610020602
2,ナブッコ,2025年11月23日,京都,2歳未勝利,ダ1800,良,13,9,7,柴田裕一,54,490(-4),1:56.0,2.0,2023104377,2025-11-23,202610020602
2,ナブッコ,2025年11月8日,福島,2歳未勝利,ダ1700,良,15,15,6,柴田裕一,54,494(-6),1:48.3,1.8,2023104377,2025-11-08,202610020602
2,ナブッコ,2025年10月5日,京都,2歳新馬,ダ1800,重,16,16,11,柴田裕一,53,500(0),1:57.2,5.4,2023104377,2025-10-05,202610020602
2,ジョーヴェスタ,2026年5月2日,新潟,3歳未勝利,ダ1800,不,15,14,10,柴田裕一,53,424(0),1:59.1,4.3,2023100287,2026-05-02,202610020602
2,ジョーヴェスタ,2026年4月18日,阪神,3歳未勝利,ダ1200,良,16,14,7,国分優作,55,424(-22),1:14.0,2.4,2023100287,2026-04-18,202610020602
2,ジョーヴェスタ,2026年1月4日,京都,3歳未勝利,ダ1200,良,16,12,16,池添謙一,55,446(-4),1:18.2,5.0,2023100287,2026-01-04,202610020602
2,ジョーヴェスタ,2025年9月20日,阪神,2歳新馬,ダ1200,良,10,8,7,菱田裕二,55,450(0),1:15.4,2.0,2023100287,2025-09-20,202610020602
2,トーアウィリアム,2026年5月10日,京都,3歳未勝利,ダ1200,良,16,10,15,泉谷楓真,57,484(-8),1:13.9,1.6,2023103848,2026-05-10,202610020602
2,トーアウィリアム,2026年1月24日,京都,3歳未勝利,ダ1200,良,14,9,6,森田誠也,54,492(+6),1:14.9,0.8,2023103848,2026-01-24,202610020602
2,トーアウィリアム,2026年1月4日,京都,3歳未勝利,ダ1400,良,16,10,14,森田誠也,54,486(+10),1:28.5,1.9,2023103848,2026-01-04,202610020602
2,トーアウィリアム,2025年9月21日,阪神,2歳未勝利,ダ1400,良,13,9,6,酒井学,55,476(+2),1:27.1,0.7,2023103848,2025-09-21,202610020602
2,トーアウィリアム,2025年9月6日,阪神,2歳新馬,ダ1400,稍,13,10,6,酒井学,55,474(0),1:27.7,3.1,2023103848,2025-09-06,202610020602
2,キタノプレミアム,2026年5月24日,新潟,3歳未勝利,ダ1200,稍,14,4,6,中井裕二,55,452(+2),1:13.1,0.6,2023100598,2026-05-24,202610020602
2,キタノプレミアム,2026年5月9日,新潟,3歳未勝利,ダ1200,稍,15,7,2,国分優作,55,450(-2),1:13.3,0.4,2023100598,2026-05-09,202610020602
2,キタノプレミアム,2026年2月1日,京都,3歳未勝利,ダ1200,良,15,8,4,国分優作,55,452(0),1:14.7,1.0,2023100598,2026-02-01,202610020602
2,ハクサンリング,2026年4月25日,京都,3歳未勝利,ダ1800,稍,16,8,12,幸英明,57,484(-4),1:58.3,4.3,2023100197,2026-04-25,202610020602
2,ハクサンリング,2026年4月4日,阪神,3歳未勝利,芝1800,良,18,13,12,小沢大仁,57,488(-6),1:49.7,2.1,2023100197,2026-04-04,202610020602
2,ハクサンリング,2026年1月25日,京都,3歳新馬,芝1600,良,18,10,7,高杉吏麒,57,494(0),1:36.6,0.7,2023100197,2026-01-25,202610020602
2,ゼンノトヨタマヒメ,2026年5月10日,京都,3歳未勝利,ダ1200,良,16,12,7,岩田康誠,55,464(+2),1:13.2,0.9,2023104612,2026-05-10,202610020602
2,ゼンノトヨタマヒメ,2026年4月26日,京都,3歳未勝利,ダ1200,良,16,8,6,古川吉洋,55,462(+23),1:13.5,1.6,2023104612,2026-04-26,202610020602
2,ゼンノトヨタマヒメ,2026年3月4日,川崎,アクアマリンフラワー(3歳),ダ1400,不,11,6,8,笹川翼,54,439(-23),1:34.4,3.9,2023104612,2026-03-04,202610020602
2,ゼンノトヨタマヒメ,2026年1月18日,京都,3歳未勝利,ダ1400,良,16,15,11,永島まな,53,462(+2),1:28.2,1.9,2023104612,2026-01-18,202610020602
2,ゼンノトヨタマヒメ,2025年12月21日,中京,2歳新馬,ダ1400,稍,15,6,8,菅原明良,55,460(0),1:27.9,1.9,2023104612,2025-12-21,202610020602
3,ラルヴァンダード,2026年6月14日,阪神,3歳未勝利,芝2200,良,17,3,3,岩田望来,57,446(+4),2:12.1,0.4,2023107236,2026-06-14,202610020603
3,ラルヴァンダード,2026年5月2日,京都,3歳未勝利,芝2000,良,13,3,5,鮫島克駿,57,442(0),2:01.8,0.4,2023107236,2026-05-02,202610020603
3,スーパービジー,2026年6月14日,阪神,3歳未勝利,芝2200,良,17,10,10,幸英明,57,452(0),2:12.9,1.2,2023101893,2026-06-14,202610020603
3,スーパービジー,2026年5月2日,京都,3歳未勝利,芝2000,良,13,7,6,幸英明,57,452(-6),2:02.0,0.6,2023101893,2026-05-02,202610020603
3,スーパービジー,2026年4月18日,阪神,3歳未勝利,芝1800,良,18,16,9,加藤祥太,57,458(-4),1:46.6,0.8,2023101893,2026-04-18,202610020603
3,スーパービジー,2025年12月6日,阪神,2歳未勝利,芝1800,良,9,7,9,Ｍ．デム,56,462(+4),1:51.6,3.2,2023101893,2025-12-06,202610020603
3,スーパービジー,2025年11月16日,京都,2歳未勝利,芝1600,良,15,11,11,岩田康誠,56,458(-6),1:36.0,2.1,2023101893,2025-11-16,202610020603
3,スーパービジー,2025年11月2日,京都,2歳新馬,ダ1400,稍,16,8,14,小沢大仁,56,464(0),1:28.6,3.8,2023101893,2025-11-02,202610020603
3,チェファルー,2026年3月29日,阪神,3歳未勝利,芝2000,良,12,1,3,岩田望来,57,514(-2),2:00.5,0.1,2023105017,2026-03-29,202610020603
3,チェファルー,2026年3月14日,阪神,3歳未勝利,芝1800,良,17,4,4,北村友一,57,516(0),1:46.4,0.6,2023105017,2026-03-14,202610020603
3,キービート,2026年6月21日,阪神,3歳未勝利,芝2400,稍,18,10,10,秋山稔樹,57,486(+4),2:29.9,2.3,2023104289,2026-06-21,202610020603
3,キービート,2026年5月30日,京都,3歳未勝利,芝2400,良,18,18,4,秋山稔樹,57,482(0),2:26.1,0.8,2023104289,2026-05-30,202610020603
3,キービート,2026年4月19日,阪神,3歳未勝利,芝2200,良,13,13,10,秋山稔樹,57,482(-4),2:13.7,0.7,2023104289,2026-04-19,202610020603
3,キービート,2026年3月7日,阪神,3歳未勝利,芝2400,稍,13,12,8,藤懸貴志,57,486(-2),2:31.8,1.6,2023104289,2026-03-07,202610020603
3,キービート,2026年2月21日,阪神,3歳未勝利,芝2400,良,11,10,8,藤懸貴志,57,488(-6),2:29.2,2.3,2023104289,2026-02-21,202610020603
3,キービート,2025年11月23日,京都,2歳未勝利,芝2000,良,16,14,9,秋山稔樹,56,494(+4),2:02.2,1.8,2023104289,2025-11-23,202610020603
3,キービート,2025年11月1日,京都,2歳新馬,芝2000,稍,9,9,7,秋山稔樹,56,490(0),2:04.3,2.0,2023104289,2025-11-01,202610020603
3,ブルーザー,2026年5月24日,新潟,3歳未勝利,芝2000,稍,16,3,3,舟山瑠泉,55,496(0),2:04.0,0.2,2023106218,2026-05-24,202610020603
3,ブルーザー,2026年4月26日,京都,3歳未勝利,芝2000,良,12,5,5,池添謙一,57,496(+2),2:00.8,0.4,2023106218,2026-04-26,202610020603
3,ブルーザー,2026年3月29日,阪神,3歳未勝利,芝2000,良,12,4,4,池添謙一,57,494(+4),2:00.8,0.4,2023106218,2026-03-29,202610020603
3,ブルーザー,2026年3月14日,中京,3歳未勝利,芝2000,良,18,14,8,舟山瑠泉,54,490(-18),2:01.4,1.0,2023106218,2026-03-14,202610020603
3,ブルーザー,2026年1月25日,京都,3歳未勝利,ダ1800,良,11,6,9,団野大成,57,508(+2),1:57.9,1.8,2023106218,2026-01-25,202610020603
3,ブルーザー,2026年1月4日,京都,3歳新馬,芝1800,良,18,7,8,松山弘平,57,506(0),1:51.6,1.1,2023106218,2026-01-04,202610020603
3,レヴロード,2026年6月20日,阪神,3歳未勝利,芝1800,稍,17,17,14,森田誠也,54,472(-6),1:49.5,2.2,2023106139,2026-06-20,202610020603
