今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,race_id,日付
8,サヨノフジ,2026年4月6日,佐賀,C2ー11組,ダ1400,重,11,2,1,出水拓人,56,531(0),1:31.9,-0.6,2020100311,202655071608,2026-04-06
8,サヨノフジ,2026年3月22日,佐賀,C2ー11組,ダ1300,稍,11,3,9,出水拓人,56,531(+26),1:26.0,1.7,2020100311,202655071608,2026-03-22
8,サヨノフジ,2026年2月22日,佐賀,C2ー14組,ダ1300,良,12,1,2,石川慎将,56,505(0),1:24.3,0.1,2020100311,202655071608,2026-02-22
8,サヨノフジ,2026年2月7日,佐賀,C2ー21組,ダ1400,良,10,1,1,石川慎将,56,505(-4),1:33.4,-0.8,2020100311,202655071608,2026-02-07
8,サヨノフジ,2026年1月24日,佐賀,C2ー24組,ダ1400,良,12,3,2,山口勲,56,509(+2),1:32.4,0.6,2020100311,202655071608,2026-01-24
8,サヨノフジ,2026年1月5日,佐賀,SAGAリベンジャー(C2),ダ1300,良,12,2,3,石川慎将,56,507(+12),1:25.8,0.4,2020100311,202655071608,2026-01-05
8,サヨノフジ,2025年12月3日,大井,C3一　二,ダ1600,良,14,7,10,鷹見陸,55,495(0),1:46.9,1.9,2020100311,202655071608,2025-12-03
8,サヨノフジ,2025年11月14日,大井,C3一　二,ダ1600,稍,13,4,11,矢野貴之,56,495(+2),1:46.6,2.4,2020100311,202655071608,2025-11-14
8,サヨノフジ,2025年10月22日,大井,C3一　二,ダ1600,稍,14,2,14,矢野貴之,56,493(+1),1:48.2,3.4,2020100311,202655071608,2025-10-22
8,サヨノフジ,2024年12月29日,大井,C2十　1112(C211),ダ1600,良,12,5,4,矢野貴之,56,492(0),1:44.7,1.0,2020100311,202655071608,2024-12-29
8,サヨノフジ,2024年12月3日,大井,オリオン座特別競走(C2),ダ1700,良,15,7,10,西啓太,56,492(0),1:52.2,1.2,2020100311,202655071608,2024-12-03
8,カンカール,2026年6月27日,佐賀,しし座特選(C2),ダ1300,不,12,1,1,飛田愛斗,54,475(+2),1:23.8,-0.6,2021102303,202655071608,2026-06-27
8,カンカール,2026年6月7日,佐賀,こぐま座特選(C2),ダ1400,稍,10,1,1,飛田愛斗,54,473(-3),1:30.6,-0.1,2021102303,202655071608,2026-06-07
8,カンカール,2026年5月23日,佐賀,ケンタウルス座特選(C2),ダ1400,良,12,1,1,飛田愛斗,54,476(+2),1:31.0,-0.3,2021102303,202655071608,2026-05-23
8,カンカール,2026年5月3日,佐賀,SAGAリベンジャー(C2),ダ1300,不,12,1,1,飛田愛斗,54,474(+8),1:23.7,-1.3,2021102303,202655071608,2026-05-03
8,カンカール,2026年3月29日,中京,4歳以上1勝クラス,芝1600,良,15,14,15,小林美駒,53,466(-2),1:35.8,2.1,2021102303,202655071608,2026-03-29
8,カンカール,2026年3月14日,中京,4歳以上1勝クラス,芝1400,良,18,15,15,西塚洸二,56,468(-2),1:21.9,0.9,2021102303,202655071608,2026-03-14
8,カンカール,2026年1月24日,京都,4歳以上1勝クラス,ダ1400,良,16,16,11,荻野琢真,56,470(+4),1:28.0,1.5,2021102303,202655071608,2026-01-24
8,カンカール,2025年12月7日,中京,3歳以上1勝クラス,ダ1400,良,16,12,13,松本大輝,55,466(+2),1:26.7,1.5,2021102303,202655071608,2025-12-07
8,カンカール,2025年11月8日,京都,3歳以上1勝クラス,ダ1400,良,16,16,8,古川吉洋,56,464(-6),1:25.0,1.1,2021102303,202655071608,2025-11-08
8,カンカール,2025年9月6日,札幌,3歳以上1勝クラス,ダ1700,良,14,13,8,松本大輝,55,470(+2),1:47.7,2.2,2021102303,202655071608,2025-09-06
8,カンカール,2025年8月24日,札幌,3歳以上1勝クラス,ダ1700,良,11,11,10,松本大輝,55,468(-2),1:48.0,2.4,2021102303,202655071608,2025-08-24
8,カンカール,2025年8月9日,札幌,3歳以上1勝クラス,ダ1700,重,11,11,9,松本大輝,55,470(+6),1:47.1,1.6,2021102303,202655071608,2025-08-09
8,カンカール,2025年6月28日,小倉,3歳以上1勝クラス,ダ1700,良,15,14,13,Ｍ．デム,56,464(+4),1:49.2,4.4,2021102303,202655071608,2025-06-28
8,カンカール,2025年5月11日,京都,4歳以上1勝クラス,ダ1400,稍,14,14,7,古川吉洋,56,460(+4),1:26.4,0.9,2021102303,202655071608,2025-05-11
8,カンカール,2025年3月2日,阪神,4歳以上1勝クラス,ダ1400,良,16,12,12,高杉吏麒,55,456(-16),1:27.7,1.6,2021102303,202655071608,2025-03-02
8,カンカール,2024年11月27日,笠松,C13組,ダ1400,重,10,1,1,渡辺竜也,54,472(-1),1:30.2,-0.7,2021102303,202655071608,2024-11-27
8,ワイドレッド,2026年6月25日,佐賀,C1ー11組,ダ1300,不,10,3,4,山下裕貴,54,468(+2),1:23.6,1.1,2022100109,202655071608,2026-06-25
8,ワイドレッド,2026年6月6日,佐賀,C1ー12組,ダ1300,稍,10,2,3,山下裕貴,54,466(+13),1:24.8,1.3,2022100109,202655071608,2026-06-06
8,ワイドレッド,2025年12月20日,高知,C3ー9,ダ1400,稍,9,2,1,多田羅誠,55,453(-3),1:33.3,-0.1,2022100109,202655071608,2025-12-20
8,ワイドレッド,2025年12月6日,高知,C3ー9,ダ1300,良,10,7,7,城野慈尚,54,456(+5),1:27.0,1.0,2022100109,202655071608,2025-12-06
8,ワイドレッド,2025年11月23日,高知,C3ー10,ダ1600,良,10,5,5,多田羅誠,55,451(+2),1:49.5,1.3,2022100109,202655071608,2025-11-23
8,ワイドレッド,2025年11月8日,高知,徳島県うずしお特別(C3),ダ1400,稍,10,2,1,多田羅誠,55,449(-2),1:32.4,-0.1,2022100109,202655071608,2025-11-08
8,ワイドレッド,2025年10月25日,高知,C3ー12,ダ1300,不,10,3,5,多田羅誠,55,451(+1),1:24.8,0.8,2022100109,202655071608,2025-10-25
8,ワイドレッド,2025年10月11日,高知,C3ー14,ダ1600,稍,9,2,7,多田羅誠,55,450(+5),1:50.5,1.8,2022100109,202655071608,2025-10-11
8,ワイドレッド,2025年9月27日,高知,3歳ー2,ダ1300,不,11,1,2,多田羅誠,55,445(-2),1:24.6,0.0,2022100109,202655071608,2025-09-27
8,ワイドレッド,2025年9月14日,高知,3歳ー4,ダ1400,重,12,1,1,多田羅誠,55,447(0),1:31.1,-0.2,2022100109,202655071608,2025-09-14
8,ワイドレッド,2025年8月2日,高知,3歳ー4,ダ1300,良,12,1,3,多田羅誠,55,447(+6),1:25.7,0.1,2022100109,202655071608,2025-08-02
8,ワイドレッド,2025年7月20日,高知,3歳ー6,ダ1600,不,11,1,3,多田羅誠,55,441(-3),1:46.3,0.7,2022100109,202655071608,2025-07-20
8,ワイドレッド,2025年7月6日,高知,3歳ー4,ダ1400,良,11,1,1,多田羅誠,55,444(+3),1:31.6,-0.5,2022100109,202655071608,2025-07-06
8,ワイドレッド,2025年6月22日,高知,3歳ー5,ダ1300,重,11,1,4,多田羅誠,55,441(-5),1:25.2,0.6,2022100109,202655071608,2025-06-22
8,ワイドレッド,2025年5月18日,新潟,3歳未勝利,ダ1200,稍,15,9,12,今村聖奈,53,446(+2),1:14.0,2.0,2022100109,202655071608,2025-05-18
8,ワイドレッド,2025年5月4日,新潟,3歳未勝利,ダ1200,稍,15,8,5,今村聖奈,52,444(0),1:12.6,1.2,2022100109,202655071608,2025-05-04
8,ナックオリオン,2026年6月25日,佐賀,マラカイト賞(C1),ダ1400,不,0,,,長田進仁,56,489(-20),,,2022101542,202655071608,2026-06-25
8,ナックオリオン,2026年6月6日,佐賀,C1ー12組,ダ1300,稍,10,4,2,長田進仁,56,509(+12),1:24.6,1.1,2022101542,202655071608,2026-06-06
8,ナックオリオン,2026年4月28日,大井,C1九　十,ダ1200,不,13,11,12,杉山海波,53,497(-1),1:17.6,3.1,2022101542,202655071608,2026-04-28
8,ナックオリオン,2026年4月14日,大井,C1八　九,ダ1200,良,14,11,12,杉山海波,53,498(+24),1:16.0,2.2,2022101542,202655071608,2026-04-14
8,ナックオリオン,2025年12月1日,大井,C1七　八,ダ1200,良,13,7,13,高橋昭平,56,474(+9),1:18.2,3.8,2022101542,202655071608,2025-12-01
8,ナックオリオン,2025年9月17日,大井,フォーチュネイトりん(C13歳),ダ1200,良,14,2,12,佐藤翔馬,53,465(+5),1:16.0,2.2,2022101542,202655071608,2025-09-17
8,ナックオリオン,2025年8月10日,新潟,3歳未勝利,ダ1200,不,14,4,14,松山弘平,57,460(-6),1:14.4,2.8,2022101542,202655071608,2025-08-10
8,ナックオリオン,2025年6月25日,門別,アルキバ特別(C1),ダ1200,良,6,1,3,石川倭,57,466(+2),1:15.4,0.4,2022101542,202655071608,2025-06-25
8,ナックオリオン,2025年5月3日,新潟,3歳未勝利,ダ1200,稍,15,2,8,佐藤翔馬,54,464(-4),1:13.3,1.4,2022101542,202655071608,2025-05-03
8,ナックオリオン,2025年4月12日,中山,3歳未勝利,ダ1200,稍,16,2,4,木幡巧也,57,468(0),1:12.8,0.9,2022101542,202655071608,2025-04-12
8,ナックオリオン,2025年3月23日,中山,3歳未勝利,ダ1200,稍,16,1,4,佐藤翔馬,54,468(-2),1:13.3,1.3,2022101542,202655071608,2025-03-23
8,ナックオリオン,2025年3月9日,中山,3歳未勝利,ダ1200,重,16,10,2,佐藤翔馬,54,470(+4),1:11.7,0.1,2022101542,202655071608,2025-03-09
8,ナックオリオン,2025年2月1日,小倉,3歳未勝利,ダ1000,良,14,10,7,斎藤新,57,466(-6),1:00.3,1.0,2022101542,202655071608,2025-02-01
8,ナックオリオン,2025年1月12日,中山,3歳未勝利,ダ1200,良,16,10,6,大野拓弥,57,472(0),1:13.7,1.1,2022101542,202655071608,2025-01-12
8,ナックオリオン,2024年12月15日,中山,2歳未勝利,ダ1200,良,16,8,8,大野拓弥,56,472(-2),1:14.3,1.3,2022101542,202655071608,2024-12-15
8,ナックオリオン,2024年11月23日,東京,2歳未勝利,芝1400,良,18,10,7,大野拓弥,56,474(+4),1:22.9,0.7,2022101542,202655071608,2024-11-23
8,ヒナノマーチス,2026年6月11日,笠松,B3組,ダ1580,良,10,8,1,高木健,57,469(+1),1:45.9,0.0,2021102611,202655071608,2026-06-11
8,ヒナノマーチス,2026年5月27日,笠松,B3組,ダ1580,良,10,5,9,高木健,57,468(0),1:49.2,3.0,2021102611,202655071608,2026-05-27
8,ヒナノマーチス,2026年5月12日,笠松,金華山特別(B),ダ1400,良,9,9,8,高木健,57,468(+2),1:31.7,1.8,2021102611,202655071608,2026-05-12
8,ヒナノマーチス,2026年5月1日,笠松,B6組,ダ1580,重,8,6,1,高木健,57,466(+1),1:45.0,-0.1,2021102611,202655071608,2026-05-01
8,ヒナノマーチス,2026年4月16日,笠松,B5組,ダ1400,稍,9,8,6,森島貴之,57,465(+7),1:33.1,2.0,2021102611,202655071608,2026-04-16
8,ヒナノマーチス,2026年3月30日,笠松,B7組,ダ1400,良,8,7,5,森島貴之,57,458(-2),1:32.0,1.2,2021102611,202655071608,2026-03-30
8,ヒナノマーチス,2026年3月16日,笠松,B3組,ダ1400,良,8,4,7,高木健,57,460(+3),1:32.4,1.1,2021102611,202655071608,2026-03-16
8,ヒナノマーチス,2026年3月3日,笠松,B3組,ダ1400,不,8,8,3,高木健,57,457(+1),1:32.0,0.1,2021102611,202655071608,2026-03-03
8,ヒナノマーチス,2026年2月16日,笠松,B4組,ダ1400,良,8,7,6,米倉知,57,456(-2),1:32.9,2.3,2021102611,202655071608,2026-02-16
8,ヒナノマーチス,2026年2月2日,笠松,B4組,ダ1400,良,10,10,4,米倉知,57,458(-3),1:32.8,1.1,2021102611,202655071608,2026-02-02
8,ヒナノマーチス,2026年1月20日,笠松,雪国特別(B),ダ1400,良,9,9,7,魚住謙心,57,461(-5),1:32.7,1.7,2021102611,202655071608,2026-01-20
8,ヒナノマーチス,2026年1月6日,笠松,B3組,ダ1400,良,7,5,6,明星晴大,57,466(+4),1:32.4,1.9,2021102611,202655071608,2026-01-06
8,ヒナノマーチス,2025年12月29日,笠松,高木家・岡田家結婚記(B),ダ1600,良,8,3,6,加藤聡一,57,462(-8),1:48.5,1.7,2021102611,202655071608,2025-12-29
8,ヒナノマーチス,2025年12月11日,笠松,B4組,ダ1400,良,8,4,4,加藤聡一,57,470(+5),1:30.5,1.2,2021102611,202655071608,2025-12-11
8,ヒナノマーチス,2025年12月1日,笠松,長良川温泉特別(B),ダ1400,良,10,7,6,明星晴大,57,465(+3),1:30.3,1.9,2021102611,202655071608,2025-12-01
8,ヒナノマーチス,2025年11月14日,笠松,LJS笠松ラウンド第(B),ダ1400,良,9,2,1,小笠原羚,57,462(+4),1:29.7,0.0,2021102611,202655071608,2025-11-14
8,フェルカド,2026年6月25日,佐賀,マラカイト賞(C1),ダ1400,不,0,,,竹吉徹,56,465(-5),,,2017104967,202655071608,2026-06-25
8,フェルカド,2026年6月1日,佐賀,C1ー10組,ダ1300,良,10,10,7,長田進仁,56,470(-2),1:25.4,1.9,2017104967,202655071608,2026-06-01
8,フェルカド,2026年5月18日,佐賀,C1ー9組,ダ1400,良,9,8,9,長田進仁,56,472(-7),1:33.8,3.6,2017104967,202655071608,2026-05-18
8,フェルカド,2026年5月4日,佐賀,C1ー9組,ダ1300,重,9,7,7,長田進仁,56,479(-6),1:24.5,2.1,2017104967,202655071608,2026-05-04
8,フェルカド,2026年4月20日,佐賀,C1ー9組,ダ1300,重,9,5,5,長田進仁,56,485(+7),1:25.7,0.4,2017104967,202655071608,2026-04-20
8,フェルカド,2026年4月6日,佐賀,C1ー9組,ダ1300,重,12,11,6,長田進仁,56,478(-9),1:25.0,0.8,2017104967,202655071608,2026-04-06
8,フェルカド,2026年3月22日,佐賀,今日は帯広でばんえい(C1),ダ1400,重,9,5,5,長田進仁,56,487(-3),1:31.7,1.3,2017104967,202655071608,2026-03-22
8,フェルカド,2026年3月14日,佐賀,きばれ!!宮崎の酪農(C1),ダ1300,良,11,8,6,長田進仁,56,490(+1),1:25.6,2.6,2017104967,202655071608,2026-03-14
8,フェルカド,2026年2月28日,佐賀,スターサファイア賞(C1),ダ1400,不,11,10,4,長田進仁,56,489(+3),1:33.1,1.0,2017104967,202655071608,2026-02-28
8,フェルカド,2026年2月14日,佐賀,C1ー11組,ダ1300,稍,10,8,5,長田進仁,56,486(-2),1:25.2,1.4,2017104967,202655071608,2026-02-14
8,フェルカド,2026年1月31日,佐賀,C1ー10組,ダ1300,良,10,8,9,小林凌,56,488(+1),1:26.6,1.5,2017104967,202655071608,2026-01-31
8,フェルカド,2026年1月18日,佐賀,レンギョウ賞(C1),ダ1300,良,11,8,6,小林凌,56,487(+3),1:25.2,2.5,2017104967,202655071608,2026-01-18
8,フェルカド,2025年12月27日,佐賀,SAGAリベンジャー(C1),ダ1400,重,10,8,6,林悠翔,54,484(+1),1:32.3,2.6,2017104967,202655071608,2025-12-27
8,フェルカド,2025年12月6日,佐賀,UMATENA新メン(C1),ダ1400,良,11,8,7,長田進仁,56,483(0),1:33.9,1.7,2017104967,202655071608,2025-12-06
8,フェルカド,2025年11月15日,佐賀,SAGAリベンジャー(C1),ダ1400,良,10,9,3,田中直人,56,483(+4),1:32.4,0.6,2017104967,202655071608,2025-11-15
8,フェルカド,2025年11月1日,佐賀,SAGAリベンジャー(C1),ダ1400,良,11,6,8,加茂飛翔,56,479(+1),1:33.4,2.7,2017104967,202655071608,2025-11-01
8,キタカラキタテンシ,2026年6月25日,佐賀,マラカイト賞(C1),ダ1400,不,0,,,加茂飛翔,54,429(-1),,,2022106006,202655071608,2026-06-25
8,キタカラキタテンシ,2026年6月1日,佐賀,C1ー10組,ダ1300,良,10,7,8,田中純,54,430(+1),1:25.6,2.1,2022106006,202655071608,2026-06-01
8,キタカラキタテンシ,2026年5月18日,佐賀,C1ー9組,ダ1400,良,9,6,6,田中純,54,429(-3),1:32.7,2.5,2022106006,202655071608,2026-05-18
8,キタカラキタテンシ,2026年4月20日,佐賀,C1ー9組,ダ1300,重,9,3,8,竹吉徹,54,432(+6),1:26.0,0.7,2022106006,202655071608,2026-04-20
8,キタカラキタテンシ,2026年4月6日,佐賀,C1ー9組,ダ1300,重,12,8,11,加茂飛翔,54,426(+2),1:25.9,1.7,2022106006,202655071608,2026-04-06
8,キタカラキタテンシ,2026年3月22日,佐賀,世界水の日賞(C1),ダ1400,重,11,10,11,加茂飛翔,54,424(0),1:33.1,2.3,2022106006,202655071608,2026-03-22
8,キタカラキタテンシ,2026年2月25日,佐賀,カランコエ賞(C1),ダ1400,不,10,9,8,小林凌,54,計不,1:32.4,2.1,2022106006,202655071608,2026-02-25
8,キタカラキタテンシ,2026年2月12日,佐賀,楽天競馬×楽天モバイ(C1),ダ1400,稍,9,5,8,加茂飛翔,54,412(-3),1:33.1,2.8,2022106006,202655071608,2026-02-12
8,キタカラキタテンシ,2026年1月31日,佐賀,C1ー8組,ダ1400,良,12,8,10,加茂飛翔,54,415(0),1:32.4,2.3,2022106006,202655071608,2026-01-31
8,キタカラキタテンシ,2026年1月11日,佐賀,鏡開き賞(C1),ダ1400,良,11,6,7,加茂飛翔,54,415(+3),1:32.7,1.2,2022106006,202655071608,2026-01-11
8,キタカラキタテンシ,2025年11月9日,佐賀,勝浦正樹さん来場記念(C1),ダ1400,不,11,7,5,林悠翔,52,412(0),1:31.5,1.2,2022106006,202655071608,2025-11-09
8,キタカラキタテンシ,2025年10月27日,佐賀,C1ー7組,ダ1300,良,8,3,5,加茂飛翔,54,412(-6),1:25.9,0.9,2022106006,202655071608,2025-10-27
8,キタカラキタテンシ,2025年10月18日,佐賀,さがけいば×ウエスト(C1),ダ1400,良,11,3,3,加茂飛翔,54,418(-6),1:31.0,0.2,2022106006,202655071608,2025-10-18
8,キタカラキタテンシ,2025年10月5日,佐賀,SAGAリベンジャー(C1),ダ1300,重,11,2,2,加茂飛翔,54,424(+4),1:24.9,0.1,2022106006,202655071608,2025-10-05
8,キタカラキタテンシ,2025年9月21日,佐賀,SAGAリベンジャー(C1),ダ1300,重,12,2,3,加茂飛翔,54,420(-1),1:24.3,0.2,2022106006,202655071608,2025-09-21
8,キタカラキタテンシ,2025年9月4日,佐賀,夕凪特選(C2),ダ1750,良,9,2,2,加茂飛翔,54,421(-1),1:58.1,2.8,2022106006,202655071608,2025-09-04
9,ヴィアトル,2026年6月21日,佐賀,Bー5組,ダ1400,重,10,5,3,川島拓,54,440(-7),1:30.6,0.0,2022105833,202655071609,2026-06-21
9,ヴィアトル,2026年6月7日,佐賀,AIパッカル賞(B),ダ1400,稍,10,7,2,川島拓,54,447(+8),1:30.1,0.7,2022105833,202655071609,2026-06-07
9,ヴィアトル,2026年5月17日,佐賀,エメラルド特選(C1),ダ1800,良,11,4,3,川島拓,54,439(-5),2:00.5,0.4,2022105833,202655071609,2026-05-17
9,ヴィアトル,2026年5月4日,佐賀,メイ特選(C1),ダ1750,重,11,5,2,川島拓,54,444(-2),1:56.5,0.0,2022105833,202655071609,2026-05-04
9,ヴィアトル,2026年4月18日,佐賀,ダイヤモンド特選(C1),ダ1750,重,11,8,5,川島拓,54,446(-1),1:57.1,0.7,2022105833,202655071609,2026-04-18
9,ヴィアトル,2026年4月4日,佐賀,エイプリル特選(C1),ダ1750,不,12,5,4,川島拓,54,447(+6),1:56.6,0.8,2022105833,202655071609,2026-04-04
9,ヴィアトル,2026年3月20日,佐賀,春分の日賞(C1),ダ1400,稍,11,2,2,山田義貴,54,441(+11),1:30.9,0.7,2022105833,202655071609,2026-03-20
9,ヴィアトル,2026年3月6日,佐賀,C1ー4組,ダ1300,不,10,4,4,山田義貴,54,430(+5),1:23.7,1.6,2022105833,202655071609,2026-03-06
9,ヴィアトル,2026年2月7日,佐賀,C1ー4組,ダ1400,良,10,1,9,松井伸也,54,425(-5),1:32.8,1.8,2022105833,202655071609,2026-02-07
9,ヴィアトル,2026年1月25日,佐賀,第12回沖縄まーさん(C1),ダ1400,良,8,3,2,宮内勇樹,54,430(-4),1:30.7,0.1,2022105833,202655071609,2026-01-25
9,ヴィアトル,2026年1月17日,佐賀,ルスカス賞(C1),ダ1400,良,11,3,1,松井伸也,54,434(+14),1:31.5,0.0,2022105833,202655071609,2026-01-17
9,ヴィアトル,2025年12月1日,水沢,C1,ダ1400,稍,12,5,3,菅原辰徳,54,420(-5),1:30.0,0.8,2022105833,202655071609,2025-12-01
9,ヴィアトル,2025年11月18日,盛岡,C1,ダ1400,良,11,4,6,菅原辰徳,54,425(-3),1:28.1,1.6,2022105833,202655071609,2025-11-18
9,ヴィアトル,2025年10月27日,盛岡,B1,芝1700,稍,11,2,5,菅原辰徳,54,428(+10),1:47.7,1.2,2022105833,202655071609,2025-10-27
9,ヴィアトル,2025年8月3日,新潟,3歳未勝利,芝2000,良,14,6,10,石神深道,52,418(0),2:01.3,0.6,2022105833,202655071609,2025-08-03
9,ヴィアトル,2025年7月20日,福島,3歳未勝利,芝1800,良,14,3,2,石川裕紀,55,418(-6),1:51.3,0.3,2022105833,202655071609,2025-07-20
9,フェルサイト,2026年6月21日,佐賀,Bー5組,ダ1400,重,10,1,2,飛田愛斗,56,470(+1),1:30.6,0.0,2021106060,202655071609,2026-06-21
9,フェルサイト,2026年5月31日,佐賀,長崎街道内野宿特選(C1),ダ1400,良,11,2,1,渡辺竜也,56,469(+5),1:29.1,-0.8,2021106060,202655071609,2026-05-31
9,フェルサイト,2026年5月18日,佐賀,長崎街道飯塚宿特選(C1),ダ1400,良,12,1,6,飛田愛斗,56,464(-2),1:31.8,1.0,2021106060,202655071609,2026-05-18
9,フェルサイト,2026年5月2日,佐賀,AIパッカル賞(C1),ダ1400,重,12,2,2,飛田愛斗,56,466(-2),1:29.9,0.8,2021106060,202655071609,2026-05-02
9,フェルサイト,2026年4月19日,佐賀,地図の日賞(C1),ダ1400,不,9,1,2,渡辺竜也,56,468(+36),1:30.6,0.0,2021106060,202655071609,2026-04-19
9,フェルサイト,2026年3月7日,阪神,4歳以上1勝クラス,ダ1200,稍,16,16,14,森田誠也,55,432(-6),1:13.6,1.6,2021106060,202655071609,2026-03-07
9,フェルサイト,2026年2月21日,阪神,4歳以上1勝クラス,ダ1400,良,16,16,16,高倉稜,58,438(-8),1:28.2,3.1,2021106060,202655071609,2026-02-21
9,フェルサイト,2025年12月2日,水沢,ハヤテ特別(OP),ダ1400,稍,10,4,7,山本聡紀,56,446(+5),1:30.3,1.4,2021106060,202655071609,2025-12-02
9,フェルサイト,2025年8月31日,盛岡,ハダル賞(B1),ダ1400,良,11,7,8,岩本怜,56,441(+1),1:26.7,0.8,2021106060,202655071609,2025-08-31
9,フェルサイト,2025年8月18日,盛岡,秋桜賞(B1),ダ1400,稍,10,9,2,菅原辰徳,56,440(-4),1:26.0,0.1,2021106060,202655071609,2025-08-18
9,フェルサイト,2025年7月21日,盛岡,セクシーモンスター馬(B1),ダ1400,稍,11,5,9,山本聡紀,56,444(+3),1:27.7,0.6,2021106060,202655071609,2025-07-21
9,フェルサイト,2025年6月24日,水沢,B1,ダ1400,稍,10,2,8,山本聡紀,56,441(-4),1:29.5,1.2,2021106060,202655071609,2025-06-24
9,フェルサイト,2025年6月9日,水沢,ストロベリーキャンド(B1),ダ1400,良,10,1,1,山本聡紀,56,445(+1),1:28.6,-0.1,2021106060,202655071609,2025-06-09
9,フェルサイト,2025年5月11日,盛岡,夢・希望未来へ前進(B1),ダ1400,重,8,2,2,山本聡紀,56,444(-1),1:26.6,0.0,2021106060,202655071609,2025-05-11
9,フェルサイト,2025年5月3日,盛岡,いわてくじ山形村短角(B1),ダ1400,重,11,2,3,山本聡紀,56,445(-3),1:27.3,0.7,2021106060,202655071609,2025-05-03
9,フェルサイト,2025年4月21日,水沢,桜並木賞(B1),ダ1400,稍,11,5,3,山本聡紀,56,448(+1),1:29.3,0.2,2021106060,202655071609,2025-04-21
9,ミランカ,2026年6月27日,佐賀,Bー6組,ダ1400,不,9,3,2,石川慎将,54,505(-1),1:31.2,1.6,2021101002,202655071609,2026-06-27
9,ミランカ,2026年6月7日,佐賀,AIパッカル賞(B),ダ1400,稍,10,2,6,石川慎将,54,506(-3),1:30.8,1.4,2021101002,202655071609,2026-06-07
9,ミランカ,2026年5月16日,佐賀,サガデーナイト競馬賞(C1),ダ1400,良,11,2,1,石川慎将,54,509(+5),1:30.2,-0.1,2021101002,202655071609,2026-05-16
9,ミランカ,2026年5月2日,佐賀,AIパッカル賞(C1),ダ1400,重,12,3,4,後藤武蔵,51,504(-5),1:30.9,1.8,2021101002,202655071609,2026-05-02
9,ミランカ,2026年4月18日,佐賀,C1ー4組,ダ1400,重,11,4,5,後藤武蔵,51,509(+41),1:31.1,1.3,2021101002,202655071609,2026-04-18
9,ミランカ,2025年11月23日,東京,3歳以上1勝クラス,ダ1600,良,16,12,10,木幡巧也,56,468(-4),1:39.0,1.3,2021101002,202655071609,2025-11-23
9,ミランカ,2025年10月26日,東京,3歳以上1勝クラス,ダ1600,不,13,10,12,長浜鴻緒,54,472(+10),1:38.5,2.1,2021101002,202655071609,2025-10-26
9,ミランカ,2025年10月11日,東京,3歳以上1勝クラス,ダ1600,稍,16,13,10,菊沢一樹,56,462(-2),1:39.1,1.4,2021101002,202655071609,2025-10-11
9,ミランカ,2025年7月19日,福島,3歳以上1勝クラス,ダ1700,良,14,11,12,木幡巧也,56,464(-2),1:49.3,3.8,2021101002,202655071609,2025-07-19
9,ミランカ,2025年6月22日,東京,3歳以上1勝クラス,ダ1600,良,16,14,4,木幡巧也,56,466(-4),1:36.9,0.4,2021101002,202655071609,2025-06-22
9,ミランカ,2025年5月31日,東京,4歳以上1勝クラス,ダ1600,不,16,14,16,木幡巧也,56,470(+4),1:38.2,2.8,2021101002,202655071609,2025-05-31
9,ミランカ,2025年5月17日,東京,4歳以上1勝クラス,ダ1600,不,14,12,7,木幡巧也,56,466(0),1:37.3,1.0,2021101002,202655071609,2025-05-17
9,ミランカ,2025年5月10日,新潟,4歳以上1勝クラス,ダ1800,稍,11,6,11,菊沢一樹,56,466(-8),1:56.6,2.7,2021101002,202655071609,2025-05-10
9,ミランカ,2025年4月19日,中山,4歳以上1勝クラス,ダ1800,良,14,10,5,木幡巧也,56,474(0),1:54.4,0.7,2021101002,202655071609,2025-04-19
9,ミランカ,2025年3月29日,中山,4歳以上1勝クラス,ダ1800,稍,11,10,5,木幡巧也,56,474(+4),1:56.2,1.1,2021101002,202655071609,2025-03-29
9,ミランカ,2025年1月25日,中山,4歳以上1勝クラス,ダ1800,良,16,15,13,柴田大知,55,470(-2),1:57.5,2.4,2021101002,202655071609,2025-01-25
9,サザンフィールド,2026年6月13日,佐賀,サガデーナイトフィー(C1),ダ1400,良,11,4,1,石川慎将,56,443(+1),1:31.5,-0.7,2021101091,202655071609,2026-06-13
9,サザンフィールド,2026年5月30日,佐賀,ジューン特選(C1),ダ1750,良,10,8,6,石川慎将,56,442(-4),2:00.1,1.3,2021101091,202655071609,2026-05-30
9,サザンフィールド,2026年5月17日,佐賀,エメラルド特選(C1),ダ1800,良,11,8,8,竹吉徹,56,446(+1),2:01.7,1.6,2021101091,202655071609,2026-05-17
9,サザンフィールド,2026年5月4日,佐賀,メイ特選(C1),ダ1750,重,11,8,7,竹吉徹,56,445(+1),1:58.6,2.1,2021101091,202655071609,2026-05-04
9,サザンフィールド,2026年4月19日,佐賀,地図の日賞(C1),ダ1400,不,9,8,1,石川慎将,56,444(-6),1:30.6,0.0,2021101091,202655071609,2026-04-19
9,サザンフィールド,2026年4月5日,佐賀,C1ー5組,ダ1400,不,11,10,10,金山昇馬,56,450(-5),1:32.7,3.1,2021101091,202655071609,2026-04-05
